Timestamp	Type	Process	Thread	Subsystem	Category	Message	
01:29.873.505	Debug	News (425)	Main Thread  0x1a84	com.apple.defaults	User Defaults	found no value for key appTier in CFPrefsSearchListSource<0x303ce0980> (Domain: com.zumobi.msnbc, Container: (null))	
01:29.873.548	Debug	News (425)	Main Thread  0x1a84	com.apple.defaults	User Defaults	looked up value <private> for key fcjJZK6iSIqJ__EXyr9rDgUAChannelID in CFPrefsPlistSource<0x303ce8980> (Domain: com.zumobi.msnbc.airship.settings, User: kCFPreferencesCurrentUser, ByHost: No, Container: (null), Contents Need Refresh: No) via CFPrefsSearchListSource<0x303ce8900> (Domain: com.zumobi.msnbc.airship.settings, Container: (null))	
01:29.873.548	Default	swcd (182)	_dispatch_workloop_worker_thread  0x1f56	com.apple.CFNetwork	Default	Connection 6: done	
01:29.873.561	Default	News (425)	Main Thread  0x1a84	AppTrackingTransparency	Default	[ATTrackingManager] trackingAuthorizationStatus API call invoked.	
01:29.873.572	Default	News (425)	Main Thread  0x1a84	AppTrackingTransparency	Default	[ATTrackingManager] Call to trackingAuthorizationStatus eligible for rate limiting	
01:29.873.576	Default	adid (289)	Main Thread  0x1220	com.apple.xpc	connection	[0x7580b4000] invalidated because the client process (pid 212) either cancelled the connection or exited	
01:29.873.673	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.coreservicesstore	access_context	accessing for read: <private>	
01:29.873.707	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.coreservicesstore	access_context	accessing for read: <private>	
01:29.873.754	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.coreservicesstore	access_context	accessing for read: <private>	
01:29.873.774	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.coreservicesstore	access_context	accessing for read: <private>	
01:29.873.799	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	enumeration	Will enumerate 260 candidate bundle identifiers/units	
01:29.873.819	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	enumeration	Prepared enumerator <private>	
01:29.873.832	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	enumeration	Enumerator <private> iteration 0	
01:29.873.853	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::CreateWithBundleInfo(ID=<private>, name=<private>, CC=????, vers=)	
01:29.873.868	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e0e8)	
01:29.873.881	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Running evaluator 0x16df8df20	
01:29.873.923	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	BindingEvaluator::CreateWithBundleInfo(ID=<private>, name=<private>, CC=????, vers=)	
01:29.873.982	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	Running evaluator 0x16dd5d710	
01:29.874.002	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	Adding user preferences	
01:29.874.030	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	Skipping weak binding due to options	
01:29.874.055	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	0 bindings found	
01:29.874.083	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.874.116	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	Adding and sorting bundles	
01:29.874.186	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	+++ News (B:0x350, C:0x0) 	
01:29.874.203	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding user preferences	
01:29.874.237	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	+++ News (B:0x53c, C:0x0) 	
01:29.874.248	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding weak binding	
01:29.874.290	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	+++ NBC News (B:0x560, C:0x0) 	
01:29.874.304	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	0 bindings found	
01:29.874.329	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	3 bindings found	
01:29.874.402	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.874.443	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding and sorting bundles	
01:29.874.451	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.874.474	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ PassbookUIService (B:0x208, C:0x0) 	
01:29.874.498	Debug	syncdefaultsd (156)	start_wqthread  0x2188	com.apple.cloudkit	CK	Placeholder op <CKPlaceholderOperation: 0xc083bd180; operationID=5B9E5D7EDFABAFAA> finishing in main	
01:29.874.508	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	+++ NBC News (B:0x560, C:0x0) 	
01:29.874.527	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	1 bindings found	
01:29.874.550	Debug	destinationd (378)	_pthread_tsd_cleanup  0x26f3	com.apple.containermanager	xpc	connection <0xb8c262f40/1/0> released; cnt = 2	
01:29.874.557	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	Best binding found for evaluator 6,137,698,848: <private> (B:0x560, C:0x0)	
01:29.874.572	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.874.576	Info	swcd (182)	_dispatch_workloop_worker_thread  0x1f56	com.apple.network	connection	[C6 Hostname#b51a7949:443 tcp, url hash: dd8ff0f4, tls, attribution: developer] dealloc	
01:29.874.592	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16dd5d710)	
01:29.874.613	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16dd5da20)	
01:29.874.670	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x2279	com.apple.launchservices	error	Constructing NSError NSOSStatusErrorDomain/18,446,744,073,709,540,803 at releaseDatabase:60	
01:29.874.681	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ PassbookUIService (B:0x208, C:0x0) 	
01:29.874.695	Default	lsd (117)	_dispatch_workloop_worker_thread  0x2716	com.apple.xpc	connection	[0x546051100] activating connection: mach=1 listener=0 peer=0 name=com.apple.tccd	
01:29.874.769	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Best binding found for evaluator 6,139,994,512: <private> (B:0x208, C:0x0)	
01:29.874.793	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8df20)	
01:29.874.858	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e190)	
01:29.874.885	Info	lsd (117)	_dispatch_workloop_worker_thread  0x2716	com.apple.TCC	access	SEND: 0/7 synchronous to com.apple.tccd: request: msgID=117.33, function=TCCAccessRequest, service=kTCCServiceUserTracking, target_token={pid:425, auid:-1, euid:501}, 	
01:29.874.956	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	record	Invoking selector signerIdentityWithContext:tableID:unitID:unitBytes: on <LSApplicationRecord 0x546381cc0> to get the value for property signerIdentity	
01:29.874.968	Default	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.xpc	connection	[0x4ca129680] activating connection: mach=0 listener=0 peer=1 name=com.apple.tccd.peer[117].0x4ca129680	
01:29.874.984	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	enumeration	Enumerator <private> iteration 1	
01:29.875.002	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::CreateWithBundleInfo(ID=<private>, name=<private>, CC=????, vers=)	
01:29.875.017	Default	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	REQUEST: tccd_uid=501, sender_pid=117, sender_uid=501, sender_auid=18,446,744,073,709,551,615, function=TCCAccessRequest, msgID=117.33	
01:29.875.029	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e0e8)	
01:29.875.036	Debug	DTServiceHub (385)	start_wqthread  0x18cb	DVTInstrumentsFoundation	Default	Data Size: 100,640, Rows Sent: 1,281, Stack depth: 2,374	
01:29.875.057	Info	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	REQUEST_MSG: msgID=117.33, msg={
	require_purpose=<xpc_null>
	service="kTCCServiceUserTracking"
	function="TCCAccessRequest"
	preflight=true
	target_token={pid:425, auid:-1, euid:501}
	TCCD_MSG_ID="117.33"
	background_session=false
}	
01:29.875.079	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Running evaluator 0x16df8df20	
01:29.875.111	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding user preferences	
01:29.875.159	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding weak binding	
01:29.875.192	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	0 bindings found	
01:29.875.222	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.875.241	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding and sorting bundles	
01:29.875.292	Info	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	AttributionChain: accessing={TCCDProcess: identifier=com.zumobi.msnbc, pid=425, auid=501, euid=501, binary_path=/private/var/containers/Bundle/Application/8EE9FE7B-BF98-48B1-AFA3-C0BA6F6C7948/News.app/News}, requesting={TCCDProcess: identifier=com.apple.lsd, pid=117, auid=501, euid=501, binary_path=/usr/libexec/lsd}, 	
01:29.875.297	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ CTCarrierSpaceAuth (B:0x244, C:0x0) 	
01:29.875.343	Default	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	AUTHREQ_CTX: msgID=117.33, function=<private>, service=kTCCServiceUserTracking, preflight=yes, query=1, client_dict=, daemon_dict=<private>	
01:29.875.383	Default	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	AUTHREQ_ATTRIBUTION: msgID=117.33, attribution={accessing={TCCDProcess: identifier=com.zumobi.msnbc, pid=425, auid=501, euid=501, binary_path=/private/var/containers/Bundle/Application/8EE9FE7B-BF98-48B1-AFA3-C0BA6F6C7948/News.app/News}, requesting={TCCDProcess: identifier=com.apple.lsd, pid=117, auid=501, euid=501, binary_path=/usr/libexec/lsd}, },	
01:29.875.404	Info	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	<TCCDProcess: identifier=com.apple.lsd, pid=117> has the com.apple.private.tcc.manager.check-by-audit-token entitlement for service kTCCServiceUserTracking (composed to parent: )	
01:29.875.416	Default	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	requestor: TCCDProcess: identifier=com.apple.lsd, pid=117, auid=501, euid=501, binary_path=/usr/libexec/lsd is checking access for accessor TCCDProcess: identifier=com.zumobi.msnbc, pid=425, auid=501, euid=501, binary_path=/private/var/containers/Bundle/Application/8EE9FE7B-BF98-48B1-AFA3-C0BA6F6C7948/News.app/News	
01:29.875.485	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	IDENTITY_ATTRIBUTION: starting for: /private/var/containers/Bundle/Application/8EE9FE7B-BF98-48B1-AFA3-C0BA6F6C7948/News.app/News	
01:29.875.589	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	BindingEvaluator::CreateWithBundleInfo(ID=<private>, name=<private>, CC=????, vers=)	
01:29.875.600	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	Running evaluator 0x16b489490	
01:29.875.609	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	Adding user preferences	
01:29.875.617	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	Skipping weak binding due to options	
01:29.875.623	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	0 bindings found	
01:29.875.631	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.875.637	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	Adding and sorting bundles	
01:29.875.651	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	+++ News (B:0x350, C:0x0) 	
01:29.875.719	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	+++ News (B:0x53c, C:0x0) 	
01:29.875.743	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	+++ NBC News (B:0x560, C:0x0) 	
01:29.875.761	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	3 bindings found	
01:29.875.842	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	1 bindings found	
01:29.875.868	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.875.901	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.875.920	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ CTCarrierSpaceAuth (B:0x244, C:0x0) 	
01:29.875.927	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	+++ NBC News (B:0x560, C:0x0) 	
01:29.875.939	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Best binding found for evaluator 6,139,994,512: <private> (B:0x244, C:0x0)	
01:29.875.947	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	Best binding found for evaluator 6,094,886,816: <private> (B:0x560, C:0x0)	
01:29.875.952	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8df20)	
01:29.875.964	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e190)	
01:29.876.012	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	record	Invoking selector signerIdentityWithContext:tableID:unitID:unitBytes: on <LSApplicationRecord 0x546381c20> to get the value for property signerIdentity	
01:29.876.015	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16b489490)	
01:29.876.094	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16b4897a0)	
01:29.876.149	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	enumeration	Enumerator <private> iteration 2	
01:29.876.167	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::CreateWithBundleInfo(ID=<private>, name=<private>, CC=????, vers=)	
01:29.876.181	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e0e8)	
01:29.876.227	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Running evaluator 0x16df8df20	
01:29.876.275	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding user preferences	
01:29.876.296	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding weak binding	
01:29.876.382	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	0 bindings found	
01:29.876.643	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.876.656	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding and sorting bundles	
01:29.876.683	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ PCViewService (B:0x2b0, C:0x0) 	
01:29.876.764	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	1 bindings found	
01:29.876.776	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.876.794	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ PCViewService (B:0x2b0, C:0x0) 	
01:29.876.812	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Best binding found for evaluator 6,139,994,512: <private> (B:0x2b0, C:0x0)	
01:29.876.825	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8df20)	
01:29.876.835	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e190)	
01:29.876.860	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	record	Invoking selector signerIdentityWithContext:tableID:unitID:unitBytes: on <LSApplicationRecord 0x546381cc0> to get the value for property signerIdentity	
01:29.876.876	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	enumeration	Enumerator <private> iteration 3	
01:29.876.891	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::CreateWithBundleInfo(ID=<private>, name=<private>, CC=????, vers=)	
01:29.876.902	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e0e8)	
01:29.876.914	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Running evaluator 0x16df8df20	
01:29.876.924	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding user preferences	
01:29.876.934	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding weak binding	
01:29.876.943	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	0 bindings found	
01:29.876.953	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.877.030	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding and sorting bundles	
01:29.877.051	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ AppleIDSetupUIService (B:0x150, C:0x0) 	
01:29.877.129	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	1 bindings found	
01:29.877.144	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.877.160	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ AppleIDSetupUIService (B:0x150, C:0x0) 	
01:29.877.176	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Best binding found for evaluator 6,139,994,512: <private> (B:0x150, C:0x0)	
01:29.877.188	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8df20)	
01:29.877.194	Debug	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	IDENTITY_ATTRIBUTION: identifier = com.zumobi.msnbc, type 0	
01:29.877.198	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e190)	
01:29.877.358	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	record	Invoking selector signerIdentityWithContext:tableID:unitID:unitBytes: on <LSApplicationRecord 0x546381c20> to get the value for property signerIdentity	
01:29.877.389	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	enumeration	Enumerator <private> iteration 4	
01:29.877.407	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::CreateWithBundleInfo(ID=<private>, name=<private>, CC=????, vers=)	
01:29.877.419	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e0e8)	
01:29.877.430	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Running evaluator 0x16df8df20	
01:29.877.461	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding user preferences	
01:29.877.463	Default	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	AUTHREQ_SUBJECT: msgID=117.33, subject=com.zumobi.msnbc,	
01:29.877.517	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding weak binding	
01:29.877.584	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	0 bindings found	
01:29.877.642	Info	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	Handling access request to kTCCServiceUserTracking, from Sub:{com.zumobi.msnbc}Resp:{TCCDProcess: identifier=com.zumobi.msnbc, pid=425, auid=501, euid=501, binary_path=/private/var/containers/Bundle/Application/8EE9FE7B-BF98-48B1-AFA3-C0BA6F6C7948/News.app/News}, ReqResult(Auth Right: Allowed (User Consent), promptType: 1,DB Action:None)	
01:29.877.665	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.877.670	Default	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	AUTHREQ_RESULT: msgID=117.33, authValue=2, authReason=2, authVersion=1, desired_auth=0, error=,	
01:29.877.727	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding and sorting bundles	
01:29.877.749	Info	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	REPLY_MSG: msg={
	prompt_type=1 (0x1)
	auth_value=2 (0x2)
	result=true
	auth_version=1 (0x1)
	auth_reason=2 (0x2)
}	
01:29.877.771	Default	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.TCC	access	REPLY: (501) function=TCCAccessRequest, msgID=117.33	
01:29.877.816	Info	lsd (117)	_dispatch_workloop_worker_thread  0x2716	com.apple.TCC	access	RECV: synchronous reply <dictionary: 0x546050f00> { count = 5, transaction: 0, voucher = 0x0, contents =
	"prompt_type" => <uint64: 0x8c3426131ac111d7>: 1
	"auth_value" => <uint64: 0x8c3426131ac111cf>: 2
	"result" => <bool: 0x27cb52710>: true
	"auth_version" => <uint64: 0x8c3426131ac111d7>: 1
	"auth_reason" => <uint64: 0x8c3426131ac111cf>: 2
}	
01:29.877.825	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ MTLReplayer (B:0x1d0, C:0x0) 	
01:29.877.893	Default	lsd (117)	_dispatch_workloop_worker_thread  0x2716	com.apple.xpc	connection	[0x546051100] invalidated after the last release of the connection object	
01:29.877.924	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	1 bindings found	
01:29.877.966	Info	lsd (117)	_dispatch_workloop_worker_thread  0x2716	com.apple.launchservices	default	Advertising identifier: PID 425 access permitted because user granted kTCCServiceUserTracking	
01:29.878.117	Default	News (425)	Main Thread  0x1a84	AppTrackingTransparency	Default	[ATTrackingManager] trackingAuthorizationStatus API call invoked.	
01:29.878.141	Default	News (425)	Main Thread  0x1a84	AppTrackingTransparency	Default	[ATTrackingManager] Call to trackingAuthorizationStatus eligible for rate limiting	
01:29.878.161	Debug	News (425)	Main Thread  0x1a84	com.apple.defaults	User Defaults	found no value for key localPackageStatus in CFPrefsSearchListSource<0x303ce0980> (Domain: com.zumobi.msnbc, Container: (null))	
01:29.878.174	Default	tccd (45)	_dispatch_workloop_worker_thread  0x22a1	com.apple.xpc	connection	[0x4ca129680] invalidated because the client process (pid 117) either cancelled the connection or exited	
01:29.878.174	Debug	News (425)	Main Thread  0x1a84	com.apple.defaults	User Defaults	found no value for key appTier in CFPrefsSearchListSource<0x303ce0980> (Domain: com.zumobi.msnbc, Container: (null))	
01:29.878.192	Debug	News (425)	Main Thread  0x1a84	com.apple.defaults	User Defaults	found no value for key localPackageZipCode in CFPrefsSearchListSource<0x303cfb080> (Domain: group.com.nbcnews.news, Container: (null))	
01:29.878.302	Debug	News (425)	Main Thread  0x1a84	com.launchdarkly	ios-client-sdk	<private> 
	flagKey: <private>
	reportedValue: <private>
	variation: <private>
	version: <private>
	defaultValue: <private>	
01:29.878.304	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.878.344	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ MTLReplayer (B:0x1d0, C:0x0) 	
01:29.878.430	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Best binding found for evaluator 6,139,994,512: <private> (B:0x1d0, C:0x0)	
01:29.878.467	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8df20)	
01:29.878.480	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e190)	
